iter	Logloss
187	0.1235335348
188	0.1232285615
189	0.1231288759
190	0.1229769384
191	0.122559862
192	0.1223166793
193	0.1221175005
194	0.1215981604
195	0.1212559713
196	0.1210347163
197	0.1205235944
198	0.120010451
199	0.119235849
200	0.1189830696
201	0.118617914
202	0.1185151414
203	0.1183239861
204	0.1180815641
205	0.1176935754
206	0.1172243416
207	0.1168179831
208	0.1164103842
209	0.1160918434
210	0.1157695881
211	0.1154875913
212	0.1151417801
213	0.1148698342
214	0.1146679242
215	0.1143191086
216	0.1137660465
217	0.1134887555
218	0.1132460214
219	0.1128755062
220	0.1124688663
221	0.112079536
222	0.1116337796
223	0.1116284682
224	0.1115264954
225	0.1115046858
226	0.1112480446
227	0.111190332
228	0.1109523117
229	0.1107560642
230	0.110389409
231	0.1101402966
232	0.1098920273
233	0.1095016131
234	0.1091472325
235	0.1089163764
236	0.1086577502
237	0.1081760245
238	0.1078828917
239	0.1076562915
240	0.1074300737
241	0.1071196701
242	0.1068866603
243	0.1066264327
244	0.1063841712
245	0.1062781045
246	0.1061291282
247	0.1058573829
248	0.1056648061
249	0.1055523106
250	0.1053044173
251	0.1050588681
252	0.104742234
253	0.1044353979
254	0.1042697954
255	0.103938421
256	0.1036178696
257	0.1032516084
258	0.1030212184
259	0.1026883736
260	0.1024173681
261	0.1021843628
262	0.1019917963
263	0.1014849056
264	0.1011370969
265	0.1009624667
266	0.100810567
267	0.1006604358
268	0.1003605304
269	0.09997137779
270	0.09953605276
271	0.09919406569
272	0.09900054208
273	0.09867542159
274	0.09836461741
275	0.09806242882
276	0.09776500319
277	0.09749170353
278	0.09713449576
279	0.09690541777
280	0.09680631395
281	0.09660325273
282	0.09636038228
283	0.09595585388
284	0.09574843022
285	0.0954913186
286	0.09520578416
287	0.09507095985
288	0.09477555045
289	0.09458425873
290	0.09430402515
291	0.09411063281
292	0.09388444656
293	0.09361104378
294	0.09340612332
295	0.09322491549
296	0.09291730773
297	0.09279945137
298	0.09259347879
299	0.09240444755
300	0.09222357889
301	0.09191599831
302	0.09175527477
303	0.09160053313
304	0.0913267821
305	0.09123880289
306	0.09110527696
307	0.0909041136
308	0.09066707212
309	0.09050438058
310	0.09027612474
311	0.09019594419
312	0.09004345969
313	0.08988319792
314	0.089731349
315	0.08951733359
316	0.08939426187
317	0.0892905871
318	0.08906785437
319	0.08860084496
320	0.08844716812
321	0.08812802952
322	0.08793827525
323	0.0877518794
324	0.08743076023
325	0.08726954643
326	0.08709450845
327	0.08694837585
328	0.08679932177
329	0.08676581306
330	0.0866301831
331	0.0864773476
332	0.0863456953
333	0.08614684039
334	0.08578959481
335	0.08562181009
336	0.08540157972
337	0.08521721128
338	0.08504704057
339	0.08493210087
340	0.08478947053
341	0.08460155723
342	0.08422124195
343	0.08396231846
344	0.08377696826
345	0.08357938767
346	0.08326300452
347	0.08303708878
348	0.08278605358
349	0.08237543542
350	0.08212950261
351	0.08179859653
352	0.08155042908
353	0.08141085718
354	0.08119836039
355	0.08105070308
356	0.08091410343
357	0.08066210199
358	0.08044709893
359	0.08026965462
360	0.08004693236
361	0.07995714184
362	0.07957548172
363	0.07930208189
364	0.07906233541
365	0.0789404475
366	0.07867215607
367	0.07850042179
368	0.07839817706
369	0.07830300501
370	0.07809864463
371	0.07782801695
372	0.07758789812
373	0.07733458862
374	0.07716744177
375	0.0769809708
376	0.07688943462
377	0.0766447645
378	0.07646385725
379	0.07635433546
380	0.07622104567
381	0.07606553802
382	0.07592039435
383	0.07571090134
384	0.07554073718
385	0.07538807902
386	0.07525559146
387	0.07489557108
388	0.07464225274
389	0.07441914491
390	0.07430938797
391	0.07404673199
392	0.07386474601
393	0.07373979469
394	0.07360336833
395	0.07338764525
396	0.07320132323
397	0.07306932451
398	0.07290075879
399	0.07269656592
400	0.07268636853
401	0.07249499545
402	0.07240296856
403	0.0721067195
404	0.07201309245
405	0.07191718219
406	0.07180947914
407	0.07169170651
408	0.07149393381
409	0.07126716955
410	0.0712650899
411	0.07110350746
412	0.07097475391
413	0.07081701262
414	0.07068622495
415	0.07058172099
416	0.0704686191
417	0.07042607413
418	0.07029547021
419	0.07013121763
420	0.06998690012
421	0.0697565839
422	0.06965413508
423	0.0694912961
424	0.06937489333
425	0.06927708646
426	0.06915351176
427	0.06892376465
428	0.06869811182
429	0.06856805796
430	0.06843598688
431	0.06831050713
432	0.06819395186
433	0.06801919491
434	0.06792297798
435	0.0678339757
436	0.06776156151
437	0.06755821202
438	0.06738691493
439	0.06725479922
440	0.06704116764
441	0.06694064352
442	0.0668509128
443	0.06673291052
444	0.06657838366
445	0.06646012146
446	0.06635196508
447	0.06625758825
448	0.06620369725
449	0.0660929588
450	0.06601807164
451	0.06590332409
452	0.06580867819
453	0.06571711305
454	0.06557580996
455	0.06551037555
456	0.0654351384
457	0.06533903727
458	0.06498823417
459	0.06464898584
460	0.06448502093
461	0.06424617174
462	0.0640468849
463	0.06379265214
464	0.06361182452
465	0.06349010225
466	0.06334198493
467	0.06316099569
468	0.06308595352
469	0.06297990983
470	0.06282486451
471	0.06269174419
472	0.06258804594
473	0.06247025677
474	0.06238908993
475	0.06228068909
476	0.06213322464
477	0.06199533088
478	0.06176094065
479	0.06171425902
480	0.06164322407
481	0.06156232662
482	0.06145497428
483	0.06133401404
484	0.06117225726
485	0.06105979107
486	0.06093515007
487	0.06080503499
488	0.06073416727
489	0.06066465791
490	0.06056143128
491	0.06043982612
492	0.06030366651
493	0.06019513376
494	0.06009984534
495	0.05989695873
496	0.0596920265
497	0.05955113845
498	0.05948571915
499	0.05933557723
500	0.05926151628
501	0.05914178398
502	0.05902744039
503	0.05891330311
504	0.05884525939
505	0.05865208838
506	0.05846582499
507	0.05826449263
508	0.05818225579
509	0.05804794877
510	0.05795423743
511	0.05791848675
512	0.05783233892
513	0.05774204899
514	0.05768940938
515	0.05756626276
516	0.05748330925
517	0.05740107871
518	0.05724509892
519	0.05715059895
520	0.05697432228
521	0.05695713327
522	0.05678507258
523	0.05670297693
524	0.05665445611
525	0.05659898996
526	0.05650303615
527	0.0563246914
528	0.05625472487
529	0.05613496647
530	0.05602128791
531	0.05582143937
532	0.05576156911
533	0.05568549925
534	0.05548992534
535	0.05537901098
536	0.05530464001
537	0.05522474192
538	0.05511826129
539	0.05504004673
540	0.05493045711
541	0.05477653925
542	0.05473340658
543	0.05465978688
544	0.05456439204
545	0.05440644283
546	0.05422320239
547	0.05413390333
548	0.05407187045
549	0.0539534067
550	0.0538306526
551	0.05373332435
552	0.05359513903
553	0.05347600934
554	0.05336429326
555	0.05320425436
556	0.05311336361
557	0.05303703893
558	0.05290614804
559	0.05281275236
560	0.05269535143
561	0.05265754659
562	0.05244229159
563	0.0523527038
564	0.05218296162
565	0.05210828186
566	0.05200858995
567	0.05194732997
568	0.05183316055
569	0.05175593316
570	0.05169086916
571	0.05153037577
572	0.05145475545
573	0.05139446225
574	0.0513525534
575	0.05125171668
576	0.05119672779
577	0.05115053149
578	0.05109718842
579	0.05094625561
580	0.05083956205
581	0.05075310176
582	0.05064617155
583	0.05057608471
584	0.0504479846
585	0.05035802383
586	0.05029814036
587	0.05024892945
588	0.05013910407
589	0.05006544996
590	0.04989259459
591	0.04978658733
592	0.04957282125
593	0.04948748395
594	0.04935924835
595	0.04927618873
596	0.04920249529
597	0.0490991403
598	0.04902552792
599	0.0489473337
600	0.04891392498
601	0.04874403593
602	0.04869146538
603	0.04861170565
604	0.0485623121
605	0.04852041603
606	0.04838551808
607	0.04834024148
608	0.04824368046
609	0.04803418679
610	0.04789911216
611	0.04778362892
612	0.0476466775
613	0.04751846122
614	0.04739809271
615	0.04729023554
616	0.04720526806
617	0.04703489126
618	0.04690941508
619	0.04684917165
620	0.04676874675
621	0.04668123042
622	0.04665424453
623	0.04662209875
624	0.0465246789
625	0.04644809011
626	0.04630801739
627	0.0462449684
628	0.04618277316
629	0.04614121333
630	0.0460777357
631	0.04597897642
632	0.04587715004
633	0.04580074552
634	0.04573800569
635	0.04564346651
636	0.04553797037
637	0.04544989412
638	0.04540979422
639	0.04532104084
640	0.04519399548
641	0.04516410614
642	0.04511457943
643	0.0450599963
644	0.04494750454
645	0.04479157479
646	0.04462878593
647	0.04457683992
648	0.04455937782
649	0.04449134867
650	0.04443610604
651	0.04436273121
652	0.04431514883
653	0.04416522448
654	0.04407032634
655	0.04394698676
656	0.04388049318
657	0.04381104431
658	0.04374486958
659	0.04369606691
660	0.0435601213
661	0.04352582456
662	0.04346707446
663	0.04339322358
664	0.04333367764
665	0.0432681519
666	0.04318387622
667	0.04309049825
668	0.04295132837
669	0.04285387501
670	0.04279253646
671	0.04267138611
672	0.04253404171
673	0.04248162736
674	0.04241273972
675	0.04237257456
676	0.04225666972
677	0.04218666482
678	0.04212254158
679	0.04207522915
680	0.04200748882
681	0.04191678096
682	0.04185406413
683	0.04173573348
684	0.0416621533
685	0.04162885566
686	0.04149744555
687	0.04143849759
688	0.04130787409
689	0.0412350351
690	0.04115451187
691	0.04108974998
692	0.04094311142
693	0.04085461685
694	0.04079902709
695	0.04072505734
696	0.04063615892
697	0.04054005874
698	0.04050081146
699	0.0404526304
700	0.04037377753
701	0.0402968728
702	0.04018078361
703	0.0400745951
704	0.04002187727
705	0.03996155765
706	0.03984238814
707	0.03976540455
708	0.03970993023
709	0.03962363251
710	0.03954223112
711	0.0394958157
712	0.03946758027
713	0.03938130573
